"Customer Name","Location Name","Date","Program Name","Class Name","Component Type","Component ID","Component Name","Component Description","Performance Result Type","Rep Scheme","Fully Formatted Result","From Weightlifting Total","From Variable Set","Is Rx","Is Rx Plus","Is Personal Record","Personal Record Description","Comment"
"CrossFit Yarmouth","CrossFit Yarmouth",08/27/2025,"CrossFit","CrossFit: 12:00 PM","Weightlifting",52,"Shoulder Press",,"Weight",,"3 x 3 @ 95 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Beacon & Yarmouth Community Fitness","Beacon & Yarmouth Community Fitness",02/07/2019,"CrossFit","7:00 AM CrossFit","Weightlifting",52,"Shoulder Press",,"Weight","3 RM in 4 min","1 x 3 @ 85 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth",,01/08/2020,,,"Weightlifting",52,"Shoulder Press",,"Weight",,"8 x 1 @ 70 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth",,12/02/2019,,,"Weightlifting",52,"Shoulder Press",,"Weight",,"1 x 4 @ 95 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 10 lbs vs. 85 on 02/07/2019","From the rack"
"CrossFit Yarmouth","CrossFit Yarmouth",02/25/2020,"CrossFit","CrossFit: 5:30 PM","Weightlifting",52,"Shoulder Press",,"Weight","5-5-5-5-5","5 x 5 @ 85 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"3 sets @ 85#, 2 @ 65#"
"CrossFit Yarmouth","CrossFit Yarmouth",03/03/2020,"CrossFit","CrossFit: 5:30 PM","Weightlifting",52,"Shoulder Press",,"Weight","10-10-10","3 x 10 @ 0 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"Did toes to rig due to shoulder "
"CrossFit Yarmouth","CrossFit Yarmouth",08/18/2020,"CrossFit","CrossFit: 12:00 PM","Weightlifting",52,"Shoulder Press",,"Weight","5-3-3-3-1-1-1","1 x 1 @ 90 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"Could not do more weight "
"CrossFit Yarmouth","CrossFit Yarmouth",06/01/2021,"CrossFit","CrossFit: 5:30 PM","Weightlifting",52,"Shoulder Press",,"Weight","12-12-12","3 x 12 @ 70 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",03/16/2022,"CrossFit","CrossFit: 9:00 AM","Weightlifting",52,"Shoulder Press",,"Weight","3-3-3-3-3","5 x 3 @ 90 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,," "
"CrossFit Yarmouth",,04/10/2023,,,"Weightlifting",52,"Shoulder Press",,"Weight",,"3 x 7 @ 75 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth",,04/24/2023,,,"Weightlifting",52,"Shoulder Press",,"Weight",,"3 x 5 @ 85 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",06/12/2024,"CrossFit","CrossFit: 12:00 PM","Weightlifting",52,"Shoulder Press",,"Weight","2-2-4-4-2-2","4 x 2 @ 105 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 10 lbs vs. 95 on 12/02/2019",
"CrossFit Yarmouth",,04/24/2023,,,"Weightlifting",53,"Single Arm Dumbbell Press",,"Weight",,"3 x 5 @ 30 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"Each arm, really 25 on left"
"CrossFit Yarmouth","CrossFit Yarmouth",07/22/2020,"CrossFit","CrossFit: 4:30 PM","Weightlifting",5732022,"Back Rack Lunge",,"Weight","8-8-8-8-8","1 x 8 @ 105 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"Knee pain "
"CrossFit Yarmouth","CrossFit Yarmouth",03/28/2022,"CrossFit","CrossFit: 4:30 PM","Weightlifting",5732022,"Back Rack Lunge",,"Weight","4-4-4-4-4","1 x 4 @ 145 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 40 lbs vs. 105 on 07/22/2020","failed at 155"
"CrossFit Yarmouth",,05/10/2021,,,"Weightlifting",61,"Squat Clean",,"Weight","2x2x2x2","4 x 2 @ 95 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth",,05/10/2021,,,"Weightlifting",61,"Squat Clean",,"Weight","Rep max","1 x 1 @ 115 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 20 lbs vs. 95 on 05/10/2021",
"CrossFit Yarmouth","CrossFit Yarmouth",03/09/2022,"CrossFit","HOME WOD","Weightlifting",61,"Squat Clean",,"Weight","3-3-3-3","1 x 3 @ 125 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 10 lbs vs. 115 on 05/10/2021",
"CrossFit Yarmouth",,03/17/2022,,,"Weightlifting",61,"Squat Clean",,"Weight",,"5 x 3 @ 115 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",07/10/2018,"Adult Athlete","5:30 P.M","Weightlifting",6346300,"T Bar Rows","Use the T-Bar Attatchment and the landmine attatchment to set up. 
These rows are done in a deadlift stance over the bar. Slightly upright torso. Focus on the squeeze and a slow lower. ","Weight",,"1 x 8 @ 0 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",07/24/2018,"Adult Athlete","5:30 P.M","Weightlifting",6346300,"T Bar Rows","Use the T-Bar Attatchment and the landmine attatchment to set up. 
These rows are done in a deadlift stance over the bar. Slightly upright torso. Focus on the squeeze and a slow lower. ","Weight",,"0 x 0 @ 0 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth",,10/28/2019,,,"Weightlifting",64,"Sumo Deadlift",,"Weight",,"1 x 3 @ 275 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",03/03/2020,"CrossFit","CrossFit: 5:30 PM","Weightlifting",64,"Sumo Deadlift",,"Weight","7-5-3-3-5-7","2 x 3 @ 255 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",07/01/2020,"CrossFit","CrossFit: 4:30 PM","Weightlifting",64,"Sumo Deadlift",,"Weight","5-5-3-3-1-1-1","1 x 1 @ 255 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"After 5x5x3x3x1 and a long time off"
"CrossFit Yarmouth","CrossFit Yarmouth",08/05/2020,"CrossFit","SCORES SCORES SCORES","Weightlifting",64,"Sumo Deadlift",,"Weight","4-4-4-4","4 x 4 @ 215 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",05/07/2021,"CrossFit","CrossFit: 5:30 PM","Weightlifting",64,"Sumo Deadlift",,"Weight","2x2x2x2","4 x 2 @ 215 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"Light to start back"
"CrossFit Yarmouth","CrossFit Yarmouth",05/24/2021,"CrossFit","CrossFit: 5:30 PM","Weightlifting",64,"Sumo Deadlift",,"Weight","12-12-12","1 x 12 @ 185 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",06/02/2021,"CrossFit","CrossFit: 5:30 PM","Weightlifting",64,"Sumo Deadlift",,"Weight","10-10-10","3 x 10 @ 205 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",06/25/2021,"CrossFit","CrossFit: 4:30 PM","Weightlifting",64,"Sumo Deadlift",,"Weight","6-6-6-6","4 x 6 @ 235 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",07/19/2021,"CrossFit","CrossFit: 4:30 PM","Weightlifting",64,"Sumo Deadlift",,"Weight","3-3-3-3-3","1 x 3 @ 275 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",08/04/2021,"CrossFit","CrossFit: 4:30 PM","Weightlifting",64,"Sumo Deadlift",,"Weight","6-4-2-6-4-2","2 x 2 @ 285 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 10 lbs vs. 275 on 10/28/2019","With belt "
"CrossFit Yarmouth","CrossFit Yarmouth",10/17/2022,"CrossFit","CrossFit: 4:30 PM","Weightlifting",64,"Sumo Deadlift",,"Weight","5-7-10-10","1 x 10 @ 235 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 30 lbs vs. 205 on 06/02/2021",
"CrossFit Yarmouth","CrossFit Yarmouth",12/05/2022,"CrossFit","CrossFit: 4:30 PM","Weightlifting",64,"Sumo Deadlift",,"Weight","15-15-15
All reps at 60%","3 x 15 @ 165 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,," "
"CrossFit Yarmouth","CrossFit Yarmouth",12/21/2022,"CrossFit","CrossFit: 4:30 PM","Weightlifting",64,"Sumo Deadlift",,"Weight","20 rep max","1 x 20 @ 175 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",02/20/2024,"CrossFit","CrossFit: 5:30 PM","Weightlifting",64,"Sumo Deadlift",,"Weight","3-3-3-3-3","1 x 3 @ 265 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",10/02/2024,"CrossFit","CrossFit: 12:00 PM","Weightlifting",64,"Sumo Deadlift",,"Weight","3-3-3-3-3","1 x 3 @ 265 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,," "
"Beacon & Yarmouth Community Fitness","Beacon & Yarmouth Community Fitness",12/28/2018,"CrossFit","7:00 AM CrossFit","Metcon",6525795,"Sled Push max wt 8 seconds ","Sled push max wt 8 seconds","Weight",,"195 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",10/18/2018,"Adult Athlete","6:00 AM","Weightlifting",6562490,"Landmine Press (Standing) ","https://www.youtube.com/watch?v=jCfcGei-NqM","Weight",,"4 x 6 @ 125 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",11/01/2018,"Adult Athlete","6:00 AM","Weightlifting",6562490,"Landmine Press (Standing) ","https://www.youtube.com/watch?v=jCfcGei-NqM","Weight",,"4 x 6 @ 132.5 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 7.5 lbs vs. 125 on 10/18/2018",
"CrossFit Yarmouth",,06/21/2019,,,"Weightlifting",67,"Thruster",,"Weight",,"1 x 3 @ 85 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"85 x 3 could do 90#"
"CrossFit Yarmouth","CrossFit Yarmouth",01/09/2023,"CrossFit","CrossFit: 12:00 PM","Weightlifting",67,"Thruster",,"Weight","3-3-3-3-3","5 x 3 @ 115 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 30 lbs vs. 85 on 06/21/2019"," "
"Dirigo Fitness","Dirigo Fitness",05/30/2018,"Adult Athlete","5:30 P.M","Gymnastics",6952148,"Squat Jumps","https://www.youtube.com/watch?v=72BSZupb-1I

","Max reps",,"3 x 0",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",03/29/2024,"CrossFit","CrossFit: 12:00 PM","Metcon",7183109,"CrossFit Games Open 17.1","For time:
10 snatches
15 burpee box jump-overs
20 snatches
15 burpee box jump-overs
30 snatches
15 burpee box jump-overs
40 snatches
15 burpee box jump-overs
50 snatches
15 burpee box jump-overs

M: 50-lb. dumbbell / 24-in. box
F: 35-lb. dumbbell / 20-in. box

Time cap: 20 minutes","Time",,"19:45",FALSE,FALSE,FALSE,FALSE,FALSE,,"30# box step overs "
"Dirigo Fitness","Dirigo Fitness",05/30/2018,"Adult Athlete","5:30 P.M","Metcon",718353," AirDyne Tabata","8 rounds:
20s work
10s rest","Calories",,"0 Calories",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",07/10/2018,"Adult Athlete","5:30 P.M","Weightlifting",7438250,"Box Squat (Loaded)","https://www.youtube.com/watch?v=mjm3W3tQejM","Weight",,"5 x 8 @ 90 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"small box and 25"
"Dirigo Fitness","Dirigo Fitness",07/17/2018,"Adult Athlete","5:30 P.M","Weightlifting",7438250,"Box Squat (Loaded)","https://www.youtube.com/watch?v=mjm3W3tQejM","Weight",,"5 x 8 @ 95 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 5 lbs vs. 90 on 07/10/2018","31x1"
"Dirigo Fitness","Dirigo Fitness",07/24/2018,"Adult Athlete","5:30 P.M","Weightlifting",7438250,"Box Squat (Loaded)","https://www.youtube.com/watch?v=mjm3W3tQejM","Weight",,"1 x 6 @ 105 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 10 lbs vs. 95 on 07/17/2018","31x1"
"Dirigo Fitness","Dirigo Fitness",11/27/2018,"Adult Athlete","6:00P.M","Weightlifting",7438250,"Box Squat (Loaded)","https://www.youtube.com/watch?v=mjm3W3tQejM","Weight","5 x 5/5/3/3/2  rest 2 mins between sets","1 x 4 @ 155 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 50 lbs vs. 105 on 07/24/2018",
"Dirigo Fitness","Dirigo Fitness",12/11/2018,"Adult Athlete","6:00P.M","Weightlifting",7438250,"Box Squat (Loaded)","https://www.youtube.com/watch?v=mjm3W3tQejM","Weight","5 x 5/3/2/2/1  ","1 x 1 @ 185 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 30 lbs vs. 155 on 11/27/2018","small box + 45"
"Dirigo Fitness","Dirigo Fitness",07/10/2018,"Adult Athlete","5:30 P.M","Weightlifting",7634811,"Front Foot Elevated Reverse Lunge",,"Weight",,"3 x 8 @ 0 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",07/24/2018,"Adult Athlete","5:30 P.M","Weightlifting",7634811,"Front Foot Elevated Reverse Lunge",,"Weight",,"3 x 8 @ 10 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",09/04/2018,"Adult Athlete","5:30 P.M","Metcon",79,"2k Row","Max Effort 2k Row","Time",,"8:38",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",12/18/2018,"Adult Athlete","6:00P.M","Metcon",79,"2k Row","Max Effort 2k Row","Time",,"8:40",FALSE,FALSE,TRUE,FALSE,FALSE,,
"CrossFit Yarmouth",,08/14/2021,,,"Metcon",79,"2k Row","Max Effort 2k Row","Time",,"8:49",FALSE,FALSE,FALSE,FALSE,FALSE,,"At home "
"Dirigo Fitness","Dirigo Fitness",05/30/2018,"Adult Athlete","5:30 P.M","Gymnastics",8126591,"Side-To-Side Plank",,"Max reps",,"3 x 0",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",07/10/2018,"Adult Athlete","5:30 P.M","Weightlifting",8563507,"Russian Ab Twist",,"Weight",,"3 x 20 @ 20 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",07/24/2018,"Adult Athlete","5:30 P.M","Weightlifting",8563507,"Russian Ab Twist",,"Weight",,"3 x 30 @ 14 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",11/05/2018,"Adult Athlete","6:00P.M","Weightlifting",8716458,"Barbell Good Mornings","https://www.youtube.com/watch?v=zV1XPKiCFsY","Weight",,"3 x 10 @ 85 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",11/26/2018,"Adult Athlete","6:00P.M","Weightlifting",8716458,"Barbell Good Mornings","https://www.youtube.com/watch?v=zV1XPKiCFsY","Weight","3 x 10","3 x 10 @ 90 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 5 lbs vs. 85 on 11/05/2018",
"Dirigo Fitness","Dirigo Fitness",07/19/2018,"Adult Athlete","5:30 P.M","Weightlifting",8927289,"Sled Drag",,"Weight",,"3 x 40 @ 60 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",08/13/2018,"Adult Athlete","5:30 P.M","Weightlifting",8935879,"DB Shoulder Press",,"Weight",,"3 x 10 @ 20 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",08/20/2018,"Adult Athlete","5:30 P.M","Weightlifting",8935879,"DB Shoulder Press",,"Weight",,"3 x 10 @ 15 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",08/27/2018,"Adult Athlete","5:30 P.M","Weightlifting",8935879,"DB Shoulder Press",,"Weight",,"3 x 10 @ 20 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",05/08/2021,"CrossFit","CrossFit: 9:30 AM","Metcon",91,"Annie","50-40-30-20-10  
Double-unders  
Sit-ups","Time",,"9:20",FALSE,FALSE,FALSE,FALSE,FALSE,,"sinkles"
"Dirigo Fitness","Dirigo Fitness",07/19/2018,"Adult Athlete","5:30 P.M","Weightlifting",9189613,"OH Tricep Extensions","https://www.youtube.com/watch?v=QbuaXgugLtg","Weight",,"1 x 10 @ 30 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",09/13/2018,"Adult Athlete","6:00 AM","Weightlifting",9258076,"Close-Grip Floor Press",,"Weight",,"1 x 6 @ 110 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"030"
"Dirigo Fitness","Dirigo Fitness",09/27/2018,"Adult Athlete","6:00 AM","Weightlifting",9258076,"Close-Grip Floor Press",,"Weight",,"4 x 6 @ 100 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",10/04/2018,"Adult Athlete","6:00 AM","Weightlifting",9258076,"Close-Grip Floor Press",,"Weight",,"1 x 6 @ 110 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"030"
"Dirigo Fitness","Dirigo Fitness",10/11/2018,"Adult Athlete","6:00P.M","Weightlifting",9258076,"Close-Grip Floor Press",,"Weight",,"1 x 6 @ 120 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 10 lbs vs. 110 on 09/13/2018",
"Dirigo Fitness","Dirigo Fitness",05/30/2018,"Adult Athlete","5:30 P.M","Weightlifting",9662815,"Landmine Meadows Row","https://www.youtube.com/watch?v=uVQbOHgjOUI","Weight",,"3 x 8 @ 0 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
