"Customer Name","Location Name","Date","Program Name","Class Name","Component Type","Component ID","Component Name","Component Description","Performance Result Type","Rep Scheme","Fully Formatted Result","From Weightlifting Total","From Variable Set","Is Rx","Is Rx Plus","Is Personal Record","Personal Record Description","Comment"
"CrossFit Yarmouth","CrossFit Yarmouth",10/22/2022,"CrossFit","CrossFit: 8:00 AM","Metcon",27575958,"Metcon","<p>With a partner, sharing reps:<br />75/100 cal. bike<br />2:00 L-sit hold<br />100 wall-ball shots (14/20 lb) (9/10 ft)</p>","Time",,"12:35",FALSE,FALSE,FALSE,FALSE,FALSE,," "
"CrossFit Yarmouth","CrossFit Yarmouth",11/08/2022,"CrossFit","HOME WOD","Metcon",27854944,"Metcon","1,000 weighted box step-ups (35/45 lb) (20 in)

Share reps with partner; both working at the same time w a 45 minute cap.  Bring a back pack to load with a dumbbell or a weight vest if you have it.  90 degree angle or less at the knee on top of the box.","Time",,"45:00",FALSE,FALSE,FALSE,FALSE,FALSE,,"569 reps with 20# at 20”"
"CrossFit Yarmouth",,02/10/2020,,,"Weightlifting",28,"Clean",,"Weight",,"5 x 3 @ 115 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"Could have done 120"
"CrossFit Yarmouth",,02/10/2020,,,"Weightlifting",28,"Clean",,"Weight",,"1 x 1 @ 125 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 10 lbs vs. 115 on 02/10/2020",
"CrossFit Yarmouth",,07/29/2019,,,"Weightlifting",28,"Clean",,"Weight",,"1 x 1 @ 75 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth",,07/17/2019,,,"Weightlifting",28,"Clean",,"Weight",,"1 x 1 @ 95 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",11/30/2022,"CrossFit","CrossFit: 4:30 PM","Metcon",28140132,"CAP221204","<p>For time:</p><p>25 box jump overs (24/20)</p><p>800 m run or row</p><p>25 burpee box jump overs (24/20)</p>","Time",,"8:37",FALSE,FALSE,FALSE,FALSE,FALSE,," "
"CrossFit Yarmouth","CrossFit Yarmouth",12/21/2022,"CrossFit","CrossFit: 4:30 PM","Metcon",28421473,"CAP 221219","<header><p><strong>For time:</strong><br />150-ft DB walking lunges (35/50 lb)<br />50 alternating DB hang snatches<br />150-ft DB walking lunges<br />50 single-arm DB hang power cleans<br />150-ft DB walking lunges<br />50 lateral hops over DB<br />150-ft DB walking lunges<br />50 single-arm DB deadlift<br />– Use a single DB for all weighted movements.</p></header>","Time",,"16:50",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",01/03/2023,"CrossFit","HOME WOD","Metcon",28609587,"DB Burpee DLs and Rowing","<p>4 rounds for time</p><p>23 Cal Row</p><p>23 DB Burpee Deadlifts (50/35)</p>","Time",,"22:00",FALSE,FALSE,FALSE,FALSE,FALSE,,"35#"
"CrossFit Yarmouth","CrossFit Yarmouth",01/09/2023,"CrossFit","CrossFit: 12:00 PM","Metcon",28704705,"CF Open 17.5","<p><strong>10 rounds for time:</strong><br />9 thrusters (65/95 lb)<br />35 double-unders</p>","Time",,"14:04",FALSE,FALSE,FALSE,FALSE,FALSE,,"65# singles"
"CrossFit Yarmouth","CrossFit Yarmouth",01/10/2023,"CrossFit","CrossFit: 5:30 PM","Metcon",28704819,"011023","<p>AMRAP in 22:</p><p>20 burpees</p><p>15deadlifts (135/95)</p><p>10 power cleans (135/95)</p><p>20 box jumps</p>","AMRAP - Rounds and Reps",,"4 + 20",FALSE,FALSE,FALSE,FALSE,FALSE,,"75#, steps"
"CrossFit Yarmouth",,09/13/2019,,,"Weightlifting",29,"Clean and Jerk",,"Weight",,"2 x 1 @ 115 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",04/01/2022,"CrossFit","CrossFit: 9:00 AM","Weightlifting",29,"Clean and Jerk",,"Weight","2-2-2-1-1-1-1","1 x 1 @ 135 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 20 lbs vs. 115 on 09/13/2019","Mostly squat clean"
"CrossFit Yarmouth","CrossFit Yarmouth",02/16/2023,"CrossFit","HOME WOD","Metcon",29196567,"CAP 230215","<p><strong>EMOM 21:</strong><br />Minute 1 | DB manmakers (35/50 lb)<br />Minute 2 | 5 back squats<br />Minute 3 | rest<br />– Use two DBs for the manmakers.</p>","Weight",,"145 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"30# db, 2k row warm up sub 8:50. Just did 145 for all"
"CrossFit Yarmouth","CrossFit Yarmouth",02/17/2023,"CrossFit","HOME WOD","Metcon",29196626,"Bear Necessities","<p>10 rounds for time:</p><p>1 Bear Complex (135/95)</p><p>2 burpees</p><p>3 box jump overs (24/20)</p>","Each Round",,"7:30",FALSE,FALSE,FALSE,FALSE,FALSE,,"85#"
"CrossFit Yarmouth","CrossFit Yarmouth",02/20/2023,"CrossFit","CrossFit: 9:00 AM","Metcon",29264290,"CrossFit Games Open 23.1 Scaled (Ages 16-54)","14 minutes of:
60-calorie row
50 hanging knee raises
40 wall-ball shots
30 cleans
20 chin-over-bar pull-ups

F: 10lb ball to 9ft target, 65lb
M: 14lb ball to 10ft target, 95lb","AMRAP - Reps",,"165 Reps",FALSE,FALSE,FALSE,FALSE,FALSE,,"95# clean knee raises 14# ball "
"CrossFit Yarmouth","CrossFit Yarmouth",02/28/2023,"CrossFit","HOME WOD","Metcon",29377620,"CAP 230228","<p>42/60 calorie row</p><p>then…</p><p>21-15-9-3:<br />Toes-to-bars<br />DB box step-ups (20/24 in) (35/50 lb)<br />Alternating DB snatches (35/50 lb)</p><p>then…</p><p>42/60 calorie row</p><p>– Use a single DB for step-ups and DB snatches.</p>","Time",,"21:24",FALSE,FALSE,FALSE,FALSE,FALSE,,"35# db, knees and some T2b"
"Dirigo Fitness","Dirigo Fitness",07/30/2018,"Adult Athlete","6:00 AM","Weightlifting",2943101,"1/2 Kneeling Landmine Press","https://www.youtube.com/watch?v=_ArzG9qz-yM","Weight",,"3 x 6 @ 10 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",03/07/2023,"CrossFit","CrossFit: 4:30 PM","Metcon",29495625,"Jump the Shart","<p>3 RFT:</p><p>15 burpee box jump overs (24/20)</p><p>30 kb swings (70/53)</p>","Each Round",,"9:03",FALSE,FALSE,FALSE,FALSE,FALSE,,"54# step overs "
"CrossFit Yarmouth","CrossFit Yarmouth",03/13/2023,"CrossFit","CrossFit: 6:30 AM","Metcon",29584456,"CAP230319","<p><strong>AMRAP 10:</strong><br />2 hang power clean and jerks (105/155 lb)<br />4 box jumps (20/24 in)<br />8 push-ups</p>","AMRAP - Rounds and Reps",,"10 + 6",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",12/11/2018,"Adult Athlete","6:00P.M","Gymnastics",3,"Pull-ups",,"Max reps",,"3 x 9",FALSE,FALSE,FALSE,FALSE,FALSE,,"With assistance band "
"Dirigo Fitness","Dirigo Fitness",07/30/2018,"Adult Athlete","6:00 AM","Weightlifting",3013369,"Trap Bar Deadlift (DF)","<p>https://www.youtube.com/watch?v=EbmS0VyZk-E</p>","Weight",,"3 x 8 @ 135 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",08/06/2018,"Adult Athlete","5:30 P.M","Weightlifting",3013369,"Trap Bar Deadlift (DF)","<p>https://www.youtube.com/watch?v=EbmS0VyZk-E</p>","Weight",,"3 x 8 @ 165 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 30 lbs vs. 135 on 07/30/2018",
"Dirigo Fitness","Dirigo Fitness",08/13/2018,"Adult Athlete","5:30 P.M","Weightlifting",3013369,"Trap Bar Deadlift (DF)","<p>https://www.youtube.com/watch?v=EbmS0VyZk-E</p>","Weight",,"3 x 8 @ 185 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 20 lbs vs. 165 on 08/06/2018",
"Dirigo Fitness","Dirigo Fitness",08/20/2018,"Adult Athlete","5:30 P.M","Weightlifting",3013369,"Trap Bar Deadlift (DF)","<p>https://www.youtube.com/watch?v=EbmS0VyZk-E</p>","Weight",,"3 x 8 @ 165 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth",,06/09/2021,,,"Weightlifting",3057951,"Bench press double arm with two DB","Sit down on a utility bench with two dumbbells resting on the lower thighs. Kick weights to shoulder and lie back. Position the dumbbells to the sides of the chest with bent arms under each dumbbell.

Press the dumbbells up with the elbows to the sides until the arms are extended. Lower weights to the sides of the upper chest until a slight stretch is felt in the chest or shoulder. Repeat.

The dumbbells should follow a slight arch pattern, above the upper arm between the elbow and chest at the bottom, traveling inward over each shoulder at the top.","Weight",,"3 x 10 @ 100 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"50# dumbbells "
"CrossFit Yarmouth","CrossFit Yarmouth",06/06/2023,"CrossFit","HOME WOD","Metcon",30906549,"CAP 230605","<p><strong>Conditioning challenge:</strong><br />20:00 to establish max meters on a machine of your choice.</p>","Distance",,"4220 meters",FALSE,FALSE,FALSE,FALSE,FALSE,,"Rowing "
"CrossFit Yarmouth","CrossFit Yarmouth",08/26/2025,"CrossFit","CrossFit: 12:00 PM","Weightlifting",31,"Deadlift",,"Weight",,"5 x 5 @ 145 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Dirigo Fitness","Dirigo Fitness",07/19/2018,"Adult Athlete","5:30 P.M","Weightlifting",31,"Deadlift",,"Weight",,"4 x 8 @ 0 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"125lb Trap Bar"
"Dirigo Fitness","Dirigo Fitness",09/13/2018,"Adult Athlete","6:00 AM","Weightlifting",31,"Deadlift",,"Weight",,"4 x 10 @ 100 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 100 lbs vs. 0 on 07/19/2018","work on glutes"
"Dirigo Fitness","Dirigo Fitness",11/01/2018,"Adult Athlete","6:00 AM","Weightlifting",31,"Deadlift",,"Weight",,"1 x 6 @ 175 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 75 lbs vs. 100 on 09/13/2018","31x1;off one plate"
"Dirigo Fitness","Dirigo Fitness",12/20/2018,"Adult Athlete","6:00P.M","Weightlifting",31,"Deadlift",,"Weight","1 RM","1 x 1 @ 225 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 50 lbs vs. 175 on 11/01/2018",
"CrossFit Yarmouth",,02/17/2020,,,"Weightlifting",31,"Deadlift",,"Weight",,"1 x 3 @ 235 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 10 lbs vs. 225 on 12/20/2018",
"CrossFit Yarmouth",,04/15/2023,,,"Weightlifting",31,"Deadlift",,"Weight",,"2 x 4 @ 235 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 1 reps vs. 3 on 02/17/2020",
"Dirigo Fitness","Dirigo Fitness",05/30/2018,"Adult Athlete","5:30 P.M","Weightlifting",3180037,"Barbell Bridge",,"Weight",,"3 x 6 @ 0 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth",,12/08/2024,,,"Metcon",34267,"Fight Gone Bad","3 Rounds For Total Reps in 17 minutes.
1 minute Wall Ball Shots (20/14 lb)
1 minute Sumo Deadlift High-Pulls (75/55 lb)
1 minute Box Jumps (20 in)
1 minute Push Press (75/55 lb)
1 minute Row (calories)
1 minute Rest.","Each Round",,"195 Total Reps",FALSE,FALSE,TRUE,FALSE,FALSE,,"Rx weighted but steps"
"CrossFit Yarmouth","CrossFit Yarmouth",12/05/2024,"CrossFit","CrossFit: 12:00 PM","Metcon",34267,"Fight Gone Bad","3 Rounds For Total Reps in 17 minutes.
1 minute Wall Ball Shots (20/14 lb)
1 minute Sumo Deadlift High-Pulls (75/55 lb)
1 minute Box Jumps (20 in)
1 minute Push Press (75/55 lb)
1 minute Row (calories)
1 minute Rest.","Each Round",,"244 Total Reps",FALSE,FALSE,FALSE,FALSE,TRUE,,"14# wb, 55#"
"Beacon & Yarmouth Community Fitness","Beacon & Yarmouth Community Fitness",12/27/2018,"CrossFit","7:00 AM CrossFit","Weightlifting",35,"Front Squat",,"Weight","1 RM","1 x 1 @ 125 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"Beacon & Yarmouth Community Fitness",,02/07/2020,,,"Weightlifting",35,"Front Squat",,"Weight",,"5 x 3 @ 155 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 30 lbs vs. 125 on 12/27/2018",
"CrossFit Yarmouth",,04/02/2019,,,"Weightlifting",35,"Front Squat",,"Weight",,"1 x 1 @ 95 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"Part of WOD"
"CrossFit Yarmouth","CrossFit Yarmouth",07/15/2020,"CrossFit","CrossFit: 4:30 PM","Weightlifting",35,"Front Squat",,"Weight","10-10-10-10","4 x 10 @ 125 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"No shoulder pain yet"
"CrossFit Yarmouth","CrossFit Yarmouth",05/19/2021,"CrossFit","CrossFit: 5:30 PM","Weightlifting",35,"Front Squat",,"Weight","2-2-2-2-AMRAP","1 x 5 @ 165 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 40 lbs vs. 125 on 07/15/2020",
"CrossFit Yarmouth","CrossFit Yarmouth",07/14/2021,"CrossFit","CrossFit: 4:30 PM","Weightlifting",35,"Front Squat",,"Weight","4-4-4-4","1 x 4 @ 145 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",11/10/2021,"CrossFit","CrossFit: 4:30 PM","Weightlifting",35,"Front Squat",,"Weight","3-3-AMRAP","1 x 5 @ 170 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 5 lbs vs. 165 on 05/19/2021","Amrap"
"CrossFit Yarmouth",,07/25/2022,,,"Weightlifting",35,"Front Squat",,"Weight",,"3 x 6 @ 155 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",08/22/2022,"CrossFit","CrossFit: 6:30 AM","Weightlifting",35,"Front Squat",,"Weight","5-3-1","4 x 5 @ 135 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",12/23/2022,"CrossFit","HOME WOD","Weightlifting",35,"Front Squat",,"Weight","3-3-3-3","5 x 3 @ 165 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"Bonus round at 185"
"CrossFit Yarmouth","CrossFit Yarmouth",03/13/2023,"CrossFit","CrossFit: 6:30 AM","Weightlifting",35,"Front Squat",,"Weight","5-5-5-5-5","5 x 5 @ 145 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"Bonus for 155"
"CrossFit Yarmouth","CrossFit Yarmouth",03/25/2024,"CrossFit","CrossFit: 4:30 PM","Weightlifting",35,"Front Squat",,"Weight","3-3-3-3-AMRAP","1 x 4 @ 195 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 25 lbs vs. 170 on 11/10/2021","After building for 4 sets, then 3x at 195. Probably couldn’t do more "
"CrossFit Yarmouth",,03/07/2025,,,"Weightlifting",35,"Front Squat",,"Weight",,"3 x 10 @ 145 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 20 lbs vs. 125 on 07/15/2020","Part of E3mom"
"CrossFit Yarmouth","CrossFit Yarmouth",02/20/2024,"CrossFit","CrossFit: 5:30 PM","Metcon",35271417,"One Bite at a Time","<p>10 rounds for time:</p><p>3 pull ups</p><p>4 alt DB clean and jerk (50/35)</p><p>3 toes to bar</p><p>4 box jumps</p>","Time",,"11:18",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",03/06/2024,"CrossFit","CrossFit: 5:30 PM","Metcon",35515549,"Metcon","<p>E2MOM x 6</p><p>2 power cleans</p><p>2 front squats</p><p>1 shoulder to overhead</p><p>Add load each minute</p>","Weight",,"135 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",03/06/2024,"CrossFit","CrossFit: 5:30 PM","Metcon",35515578,"Metcon","<p><strong>3 rounds for time:</strong><br><span style=""background-color:rgb(255,255,255);color:rgb(26,26,26);font-size:16px;"">400-m run</span><br><span style=""background-color:rgb(255,255,255);color:rgb(26,26,26);font-size:16px;"">21 knees-to-elbows</span><br><span style=""background-color:rgb(255,255,255);color:rgb(26,26,26);font-size:16px;"">12 double-DB hang squat cleans (35/50 lb)</span></p>","Time",,"12:40",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",04/03/2024,"CrossFit","CrossFit: 12:00 PM","Metcon",35996962,"Metcon","<p>E2MOM x 6</p><p>1 deadlift</p><p>1 hang power clean</p><p>1 hang squat clean</p><p>2 push jerks</p><p>build to a heavy complex for the day</p>","Weight",,"125 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",04/22/2024,"CrossFit","CrossFit: 12:00 PM","Metcon",36379519,"CAP 240428","<p><strong>3 rounds for time:</strong><br><span style=""background-color:rgb(255,255,255);color:rgb(26,26,26);font-size:16px;"">30 alternating single-leg squats</span><br><span style=""background-color:rgb(255,255,255);color:rgb(26,26,26);font-size:16px;"">15 push jerks (65/95 lb)</span></p>","Time",,"6:30",FALSE,FALSE,FALSE,FALSE,FALSE,,"Scaled pistils, 65#"
"CrossFit Yarmouth","CrossFit Yarmouth",06/12/2024,"CrossFit","CrossFit: 12:00 PM","Metcon",37239402,"CAP 240614","<p><strong>For time:</strong><br><span style=""background-color:rgb(255,255,255);color:rgb(26,26,26);font-size:16px;"">30 sumo deadlift high pulls (55/75 lb)</span><br><span style=""background-color:rgb(255,255,255);color:rgb(26,26,26);font-size:16px;"">1:00 plank hold</span><br><span style=""background-color:rgb(255,255,255);color:rgb(26,26,26);font-size:16px;"">30 lateral burpees over the barbell</span><br><span style=""background-color:rgb(255,255,255);color:rgb(26,26,26);font-size:16px;"">1:00 plank hold</span><br><span style=""background-color:rgb(255,255,255);color:rgb(26,26,26);font-size:16px;"">30 sumo deadlift high pulls</span><br><span style=""background-color:rgb(255,255,255);color:rgb(26,26,26);font-size:16px;"">1:00 plank hold</span><br><span style=""background-color:rgb(255,255,255);color:rgb(26,26,26);font-size:16px;"">30 lateral burpees over the barbell</span><br><span style=""background-color:rgb(255,255,255);color:rgb(26,26,26);font-size:16px;"">– Plank hold time is accumulated.</span></p>","Time",,"13:04",FALSE,FALSE,FALSE,FALSE,FALSE,,"Bar only"
"CrossFit Yarmouth","CrossFit Yarmouth",06/18/2024,"CrossFit","CrossFit: 12:00 PM","Metcon",37355628,"Barbell Complex","<p><strong>7 sets:</strong><br><span style=""background-color:rgb(255,255,255);color:rgb(26,26,26);font-size:16px;"">3 push jerks + 1 split jerk</span></p><p> </p><p><span style=""background-color:rgb(255,255,255);color:rgb(26,26,26);font-size:16px;"">building</span></p>","Weight",,"115 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"3 push + 1 split"
"Dirigo Fitness","Dirigo Fitness",09/03/2018,"Adult Athlete","6:00 AM","Gymnastics",378839,"Plank Hold",,"Max reps",,"1 x 0",FALSE,FALSE,FALSE,FALSE,FALSE,,"Right"
"Dirigo Fitness","Dirigo Fitness",09/03/2018,"Adult Athlete","6:00 AM","Gymnastics",378839,"Plank Hold",,"Max reps",,"1 x 0",FALSE,FALSE,FALSE,FALSE,FALSE,,"Left"
"CrossFit Yarmouth","CrossFit Yarmouth",02/01/2022,"CrossFit","CrossFit: 4:30 PM","Weightlifting",38,"Hang Power Clean",,"Weight","2-2-2-2","1 x 2 @ 65 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"Form work with Sarah "
"CrossFit Yarmouth","CrossFit Yarmouth",01/24/2022,"CrossFit","CrossFit: 9:00 AM","Weightlifting",39,"Hang Power Snatch",,"Weight","3-3-3-3-3","1 x 3 @ 85 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",09/26/2024,"CrossFit","HOME WOD","Metcon",39005935,"Barbell Complex","<p>E2MOM x 8</p><p>1 power clean</p><p>1 hang squat clean</p><p>1 thruster</p><p>Build to a heavy barbell complex for the day</p>","Weight",,"95 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"Stopped increasing as back was twinged "
"CrossFit Yarmouth","CrossFit Yarmouth",12/04/2024,"CrossFit","CrossFit: 12:00 PM","Metcon",40163925,"Metcon","<p>4 rounds for time:</p><p>4 burpees over the bar</p><p>6 pull ups</p><p>4 hang power cleans (135/95)</p>","Time",,"3:48",FALSE,FALSE,FALSE,FALSE,FALSE,,"95# some ring rows"
"CrossFit Yarmouth","CrossFit Yarmouth",12/16/2024,"CrossFit","HOME WOD","Metcon",40392970,"Metcon","<p>8 rounds for time:</p><p>3 strict pull ups</p><p>10 push ups</p><p>15 air squats</p><p>Add a vest if you like</p>","Time",,"8:30",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth",,02/13/2020,,,"Weightlifting",40555,"Bear Complex","Power Clean
Front Squat
Push Press
Back Squat
Second Push Press","Weight",,"1 x 2 @ 115 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",01/16/2025,"CrossFit","HOME WOD","Metcon",40855766,"Metcon","<p>5 rounds for time w a partner:</p><p>16 burpees</p><p>16 DB snatches (50/35)</p><p>16 D Ball over the shoulder toss (90/70)</p><p>20 pull ups</p>","Time",,"14:00",FALSE,FALSE,FALSE,FALSE,FALSE,,"Rows #30"
"CrossFit Yarmouth","CrossFit Yarmouth",03/02/2020,"CrossFit","CrossFit: 5:30 PM","Weightlifting",45,"Overhead Squat",,"Weight","10-10-10","1 x 10 @ 65 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",07/15/2021,"CrossFit","CrossFit: 4:30 PM","Weightlifting",47,"Power Clean",,"Weight","1-1-1-1-1","1 x 1 @ 125 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",02/21/2022,"CrossFit","CrossFit: 4:30 PM","Weightlifting",47,"Power Clean",,"Weight","3-3-3-3","1 x 3 @ 125 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 2 reps vs. 1 on 07/15/2021"," "
"CrossFit Yarmouth","CrossFit Yarmouth",02/17/2023,"CrossFit","HOME WOD","Weightlifting",47,"Power Clean",,"Weight","8-6-4-2-2","1 x 2 @ 125 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"Ugly "
"CrossFit Yarmouth","CrossFit Yarmouth",09/24/2025,"CrossFit","CrossFit: 12:00 PM","Weightlifting",47,"Power Clean",,"Weight",,"1 x 3 @ 115 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth",,02/17/2020,,,"Weightlifting",48,"Power Snatch",,"Weight",,"1 x 2 @ 75 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"Plus overhead squat"
"Beacon & Yarmouth Community Fitness","Beacon & Yarmouth Community Fitness",01/30/2019,"Strict Strength and Skills"," 5:45 Core FUNction","Metcon",4880882,"Blue Chip","<p style=""text-align:center;"">RX:<br>For time<br>500m Row<br>40 Air Squats<br>30 Sit Ups<br>20 Push Ups<br>10 Pull Ups</p><p style=""text-align:center;""><br> INTERMEDIATE:<br>For time<br>500m Row<br>40 Air Squats<br>30 Sit Ups<br>20 Push Ups<br>10 Pull Ups<br><br>FOUNDATIONS / CORE:<br>For time<br>500m Row or .5/6 mile Bike<br>40 Air Squats<br>30 Leg Rainbows<br>20 Elevated Push Ups<br>10 Ring Rows</p>","Time",,"6:08",FALSE,FALSE,TRUE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",07/23/2020,"CrossFit","CrossFit: 4:30 PM","Weightlifting",49,"Push Jerk",,"Weight","3-3-3-3-3","1 x 3 @ 105 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",05/18/2021,"CrossFit","CrossFit: 5:30 PM","Weightlifting",49,"Push Jerk",,"Weight","3-3-3-3","1 x 3 @ 120 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 15 lbs vs. 105 on 07/23/2020",
"CrossFit Yarmouth","CrossFit Yarmouth",01/27/2022,"CrossFit","CrossFit: 5:30 PM","Weightlifting",49,"Push Jerk",,"Weight","5-5-5-5-5","5 x 5 @ 115 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,," "
"CrossFit Yarmouth","CrossFit Yarmouth",11/11/2022,"CrossFit","HOME WOD","Weightlifting",49,"Push Jerk",,"Weight","12-12-6-6","2 x 12 @ 75 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"Plus 18 other reps at 75#"
"CrossFit Yarmouth","CrossFit Yarmouth",03/15/2024,"CrossFit","CrossFit: 12:00 PM","Weightlifting",49,"Push Jerk",,"Weight","3-3-3-3-3","1 x 3 @ 140 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 20 lbs vs. 120 on 05/18/2021","Solid"
"Beacon & Yarmouth Community Fitness","Beacon & Yarmouth Community Fitness",02/07/2019,"CrossFit","7:00 AM CrossFit","Weightlifting",50,"Push Press",,"Weight","2 RM in 4 min","1 x 2 @ 95 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth",,02/17/2020,,,"Weightlifting",50,"Push Press",,"Weight",,"5 x 3 @ 115 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 10 lbs vs. 105 on 08/28/2019","Could have done 120"
"CrossFit Yarmouth",,08/28/2019,,,"Weightlifting",50,"Push Press",,"Weight",,"55 x 5 @ 105 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 10 lbs vs. 95 on 02/07/2019","From the rig"
"CrossFit Yarmouth",,02/18/2020,,,"Weightlifting",50,"Push Press",,"Weight",,"4 x 3 @ 135 lbs",FALSE,FALSE,FALSE,FALSE,TRUE,"PR by 20 lbs vs. 115 on 02/17/2020",
"CrossFit Yarmouth",,08/03/2020,,,"Weightlifting",50,"Push Press",,"Weight",,"4 x 3 @ 115 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",08/03/2020,"CrossFit","SCORES SCORES SCORES","Weightlifting",50,"Push Press",,"Weight","3-3-3-3-3","4 x 3 @ 115 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"Could’ve done 120 maybe "
"CrossFit Yarmouth","CrossFit Yarmouth",05/18/2021,"CrossFit","CrossFit: 5:30 PM","Weightlifting",50,"Push Press",,"Weight","3-3-3-3","1 x 3 @ 115 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth","CrossFit Yarmouth",07/21/2021,"CrossFit","CrossFit: 4:30 PM","Weightlifting",50,"Push Press",,"Weight","5-5-3-2-1-1-1-1","1 x 1 @ 135 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,
"CrossFit Yarmouth",,11/04/2021,,,"Weightlifting",50,"Push Press",,"Weight",,"3 x 5 @ 95 lbs",FALSE,FALSE,FALSE,FALSE,FALSE,,"At SE"
